date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:35:45	159075/159075	---M--	200	added ('OK')	image/jpeg	etag:%2226d63-586f012f9733e%22	https://proraftingtours.com/wp-content/uploads/2019/02/main-salmon-river-whitewater-river-rafting-idaho.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/main-salmon-river-whitewater-river-rafting-idaho.jpg	(from https://proraftingtours.com/)
02:35:45	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:35:44%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/golden-sunset-and-rocky-beach-on-main-salmon-river-idaho.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/golden-sunset-and-rocky-beach-on-main-salmon-river-idaho.jpg	(from https://proraftingtours.com/)
02:35:47	75345/75345	---M--	200	added ('OK')	image/jpeg	etag:%2212651-586f019e5aabe%22	https://proraftingtours.com/wp-content/uploads/2019/02/rafting-kayaking-tubing-fishing-provo-river-utah.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/rafting-kayaking-tubing-fishing-provo-river-utah.jpg	(from https://proraftingtours.com/)
02:35:48	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:35:47%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/paddle-in-rapid-during-grand-canyon-whitewater-river-rafting-trip.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/paddle-in-rapid-during-grand-canyon-whitewater-river-rafting-trip.jpg	(from https://proraftingtours.com/)
02:35:50	105786/105786	---M--	200	added ('OK')	image/jpeg	etag:%2219d3a-586f028d7889e%22	https://proraftingtours.com/wp-content/uploads/2019/02/whitewater-rafting-kern-river-california.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/whitewater-rafting-kern-river-california.jpg	(from https://proraftingtours.com/)
02:35:52	105921/105921	---M--	200	added ('OK')	image/jpeg	etag:%2219dc1-586f028ce801e%22	https://proraftingtours.com/wp-content/uploads/2019/02/whitewater-rafting-kern-river-california-3.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/whitewater-rafting-kern-river-california-3.jpg	(from https://proraftingtours.com/)
02:35:54	50832/50832	---M--	200	added ('OK')	image/jpeg	etag:%22c690-586f024a4f2de%22	https://proraftingtours.com/wp-content/uploads/2019/02/tent-camping-river-trip-utah-idaho-california.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/tent-camping-river-trip-utah-idaho-california.jpg	(from https://proraftingtours.com/)
02:35:57	145500/145500	---M--	200	added ('OK')	image/jpeg	etag:%222385c-586f01c16d2fe%22	https://proraftingtours.com/wp-content/uploads/2019/02/rafting-trip-catered-picnic-provo-river-utah.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/rafting-trip-catered-picnic-provo-river-utah.jpg	(from https://proraftingtours.com/)
02:35:57	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:35:56%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/aerial-view-main-salmon-river-idaho.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/aerial-view-main-salmon-river-idaho.jpg	(from https://proraftingtours.com/)
02:35:59	106836/106836	---M--	200	added ('OK')	image/jpeg	etag:%221a154-586effe28b6fe%22	https://proraftingtours.com/wp-content/uploads/2019/02/donny-whitewater-kayaking-international-river-trip.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/donny-whitewater-kayaking-international-river-trip.jpg	(from https://proraftingtours.com/)
02:36:01	43592/43592	---M--	200	added ('OK')	image/jpeg	etag:%22aa48-586f01461503e%22	https://proraftingtours.com/wp-content/uploads/2019/02/man-tying-raft-to-truck.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/man-tying-raft-to-truck.jpg	(from https://proraftingtours.com/)
02:36:02	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:36:01%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/plants-blue-river-water.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/plants-blue-river-water.jpg	(from https://proraftingtours.com/)
02:36:03	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:36:02%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/scene-from-camping-on-kern-river-california.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/scene-from-camping-on-kern-river-california.jpg	(from https://proraftingtours.com/)
02:36:05	98758/98758	---M--	200	added ('OK')	image/jpeg	etag:%22181c6-586f0130828de%22	https://proraftingtours.com/wp-content/uploads/2019/02/main-salmon-river.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/main-salmon-river.jpg	(from https://proraftingtours.com/)
02:36:05	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:36:04%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/moab-river-rafting-768x1024.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/moab-river-rafting-768x1024.jpg	(from https://proraftingtours.com/)
02:36:06	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:36:05%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/international-river-rafting-trip-768x1024.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/international-river-rafting-trip-768x1024.jpg	(from https://proraftingtours.com/)
02:36:07	384/384	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2005%20Dec%202019%2009:36:06%20GMT	https://proraftingtours.com/wp-content/uploads/2019/02/big-daddy-kern-river-california.jpg	./data/current/proraftingtours.com/wp-content/uploads/2019/02/big-daddy-kern-river-california.jpg	(from https://proraftingtours.com/)
